iter	Logloss
634	0.2262058258
635	0.2260540257
636	0.2258495248
637	0.2257199287
638	0.2254716832
639	0.2252272108
640	0.225085839
641	0.2250041754
642	0.2248177321
643	0.2245654438
644	0.2244424198
645	0.2242231369
646	0.2239898184
647	0.2238429111
648	0.2236660667
649	0.2235074251
650	0.2233783058
651	0.2232278741
652	0.2231246492
653	0.2229251447
654	0.222894793
655	0.2226550061
656	0.2224549625
657	0.2222374419
658	0.2220523668
659	0.2218198984
660	0.2217423812
661	0.2216302416
662	0.221490321
663	0.2213059508
664	0.2211366114
665	0.2210070154
666	0.2208997063
667	0.2208378419
668	0.2206139565
669	0.2205088242
670	0.2200785098
671	0.2199209877
672	0.2198285435
673	0.2197504044
674	0.2196651334
675	0.2195759649
676	0.2193703444
677	0.2191243172
678	0.2189339348
679	0.2188109108
680	0.2184684173
681	0.2182739092
682	0.21805473
683	0.2177724009
684	0.2176736749
685	0.2174892426
686	0.2173484927
687	0.2172017305
688	0.2169424555
689	0.2166342321
690	0.2164029453
691	0.2161332213
692	0.215917608
693	0.2156512012
694	0.2154353183
695	0.2151702176
696	0.214979151
697	0.2147269871
698	0.2146133547
699	0.2143562566
700	0.2141787902
701	0.2140255182
702	0.2136991335
703	0.2134870654
704	0.2132622263
705	0.2131407779
706	0.2130028683
707	0.2128748686
708	0.2127096342
709	0.2124529507
710	0.2123326011
711	0.2121983404
712	0.2120789238
713	0.211870774
714	0.2116421824
715	0.2114527536
716	0.2112491442
717	0.211189892
718	0.2110814219
719	0.2108526852
720	0.2107553067
721	0.2106012676
722	0.2102817245
723	0.2100252069
724	0.2099376139
725	0.2097734576
726	0.2095424611
727	0.2093851255
728	0.2092002993
729	0.209096411
730	0.2089262009
731	0.2087733227
732	0.2085779439
733	0.2084162546
734	0.2082950758
735	0.2080177432
736	0.2078748786
737	0.2076576067
738	0.2074656279
739	0.20726461
740	0.2071194856
741	0.206925019
742	0.2067486929
743	0.2064561844
744	0.2063992542
745	0.2062038131
746	0.2060063818
747	0.2059199706
748	0.2057978174
749	0.2056179461
750	0.2054686754
751	0.2053279047
752	0.2051686826
753	0.204964389
754	0.2047915251
755	0.2045678263
756	0.2043310248
757	0.2041310642
758	0.2039781239
759	0.2037769401
760	0.2035741599
761	0.2033229082
762	0.2031662153
763	0.20301002
764	0.2028891937
765	0.2027750015
766	0.2024929212
767	0.2022872593
768	0.2020410455
769	0.2019332595
770	0.2017458211
771	0.2015453007
772	0.201406085
773	0.2011677908
774	0.2010523755
775	0.2008451379
776	0.2006340027
777	0.2003863791
778	0.2002589392
779	0.2001108087
780	0.1999522499
781	0.1998986783
782	0.1997132923
783	0.1995339808
784	0.1992893634
785	0.1991207703
786	0.1989099876
787	0.1987227564
788	0.1985201214
789	0.1983282877
790	0.1982285873
791	0.1980621918
792	0.1978785473
793	0.1977268302
794	0.197584401
795	0.1972694397
796	0.1971033345
797	0.1970307931
798	0.1967835219
799	0.1966620943
800	0.1965612743
801	0.1963447903
802	0.1960945544
803	0.1959586765
804	0.1957598976
805	0.1955448648
806	0.1953400736
807	0.195227623
808	0.1950561482
809	0.1949447756
810	0.1946860604
811	0.1945396299
812	0.1944003312
813	0.194314231
814	0.1941585541
815	0.1939677156
816	0.1938190046
817	0.1936083255
818	0.1934992541
819	0.1934113295
820	0.1933029216
821	0.1931290627
822	0.1930040277
823	0.1927233157
824	0.1925419517
825	0.1922340186
826	0.1921608966
827	0.1920751489
828	0.1919775838
829	0.1917744098
830	0.1915094749
831	0.1913089338
832	0.1911798975
833	0.1909695294
834	0.19084437
835	0.1908057047
836	0.1905907341
837	0.1904451536
838	0.1901940056
839	0.1900122269
840	0.1899778532
841	0.1897359931
842	0.1896264449
843	0.1894621227
844	0.1893071299
845	0.1890483939
846	0.1888363465
847	0.1885416197
848	0.1884922359
849	0.1883505116
850	0.1882062166
851	0.1881015404
852	0.1880625435
853	0.1878588303
854	0.1877756119
855	0.187527159
856	0.1873643295
857	0.1872441458
858	0.1870087541
859	0.1868018275
860	0.1866630057
861	0.1864689744
862	0.1862917568
863	0.1862320071
864	0.1862301619
865	0.1861065989
866	0.1859079859
867	0.1857161522
868	0.1856168664
869	0.1854093178
870	0.1853690562
871	0.1852906269
872	0.1851386609
873	0.1850428789
874	0.1849605726
875	0.1847117258
876	0.1845466572
877	0.1844688706
878	0.1843669311
879	0.1841300052
880	0.1840120813
881	0.1839340251
882	0.1838977648
883	0.1837678163
884	0.1835992855
885	0.183471576
886	0.1833467484
887	0.1831786944
888	0.1830521045
889	0.1829167656
890	0.182735609
891	0.182632239
892	0.1824648069
893	0.1822857649
894	0.1821630727
895	0.1820196483
896	0.1818680141
897	0.1817330277
898	0.1817054127
899	0.18167645
900	0.1815860997
901	0.181446262
902	0.1812758653
903	0.1810764644
904	0.1810749925
905	0.1809518648
906	0.1808776855
907	0.1808196358
908	0.1806707175
909	0.1804329416
910	0.1803845115
911	0.1802685364
912	0.1800744223
913	0.1798662517
914	0.1797529718
915	0.1795683322
916	0.1795106556
917	0.1794286811
918	0.1793244403
919	0.1792806335
920	0.1791631035
921	0.1789790444
922	0.1789275874
923	0.1788566838
924	0.1787475918
925	0.1785538508
926	0.1784947437
927	0.1783793491
928	0.1781710334
929	0.1780640146
930	0.1779458004
931	0.1777417349
932	0.1776560493
933	0.1774797854
934	0.1773860766
935	0.1773262439
936	0.1772751394
937	0.177066803
938	0.1768812097
939	0.1768423993
940	0.1766673793
941	0.1766119833
942	0.1764270119
943	0.1763595705
944	0.1762274452
945	0.1762254549
946	0.1761541574
947	0.1758709161
948	0.1756156009
949	0.1755703636
950	0.1754796401
951	0.1753755238
952	0.1753283791
953	0.175092863
954	0.1749491692
955	0.1748908914
956	0.1746779939
957	0.1745044667
958	0.1743287004
959	0.1741454083
960	0.174102493
961	0.1739532637
962	0.1738025106
963	0.1736030993
964	0.1735010354
965	0.1733238179
966	0.1730693423
967	0.1729202063
968	0.1727399619
969	0.1725662791
970	0.1724084357
971	0.17234682
972	0.1721635694
973	0.1719671436
974	0.1719417883
975	0.1718737457
976	0.1716361253
977	0.171595646
978	0.1715286296
979	0.1714934888
980	0.1713326392
981	0.1710791484
982	0.1709220513
983	0.1707983535
984	0.170657614
985	0.170550222
986	0.1704096794
987	0.1702808919
988	0.1701455842
989	0.169945437
990	0.1698001468
991	0.169607743
992	0.1693900253
993	0.1693303481
994	0.1692735423
995	0.1692453778
996	0.1690698499
997	0.16899197
998	0.1688511683
999	0.168808595
